id,project_id,original_name,filename,path,size,mimetype,uploaded_at
6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,de929ac4-19de-4dfb-ab5a-267ab2e0a415,Architectural Combined.pdf,62f47b07-b3f0-4753-9d3c-ea834822d5c1-Architectural Combined.pdf,/Users/jeff/Library/Mobile Documents/com~apple~CloudDocs/Code/Meridian Takeoff/server/uploads/de929ac4-19de-4dfb-ab5a-267ab2e0a415/62f47b07-b3f0-4753-9d3c-ea834822d5c1-Architectural Combined.pdf,61042977,application/pdf,2025-09-24 01:01:34.651+00
